seed,dataset,model,attack,defense,eps,clean_accuracy,adversarial_accuracy,accuracy_drop,evasion_rate,attack_success_rate,mean_l2_perturbation,mean_linf_perturbation,label
43,cicids2017_engelen_week,mlp,pgd,none,0.25,0.9897834549588695,0.8007523719955715,0.18903108296329807,0.9018338727076591,0.9021232405097583,0.9428918957710266,0.24909661710262299,cicids2017_engelen_week/mlp/pgd/ε=0.25
43,cicids2017_engelen_week,mlp,gan,none,0.15,0.9897834549588695,0.7847501815454578,0.2050332734134117,0.9778572645205246,0.977988734747322,0.3472539782524109,0.14741384983062744,cicids2017_engelen_week/mlp/gan/ε=0.15
43,cicids2017_engelen_week,mlp,gan,none,0.25,0.9897834549588695,0.8052927941334032,0.1844906608254664,0.8799182422074604,0.8805973518754727,0.5468496680259705,0.22486701607704163,cicids2017_engelen_week/mlp/gan/ε=0.25
43,cicids2017_engelen_week,transfer:mlp->random_forest,pgd,none,0.15,0.9917977166938489,0.7811549862501637,0.2106427304436852,0.9988033010826738,0.998803490196521,0.6049526333808899,0.14970101416110992,
44,cicids2017_engelen_friday,mlp,fgsm,none,0.05,0.9966123052760377,0.6228701353251639,0.37374216995087384,0.8037625434479508,0.8050944978642898,0.26034122705459595,0.04025571420788765,cicids2017_engelen_friday/mlp/fgsm/ε=0.05
44,cicids2017_engelen_friday,mlp,fgsm,none,0.1,0.9966123052760377,0.6228610040725386,0.3737513012034991,0.8037821809398503,0.8051140020674455,0.5181943774223328,0.0805114284157753,cicids2017_engelen_friday/mlp/fgsm/ε=0.1
44,cicids2017_engelen_friday,mlp,fgsm,none,0.15,0.9966123052760377,0.6228610040725386,0.3737513012034991,0.8037821809398503,0.8051140020674455,0.7724021077156067,0.12076713144779205,cicids2017_engelen_friday/mlp/fgsm/ε=0.15
44,cicids2017_engelen_friday,mlp,fgsm,none,0.25,0.9966123052760377,0.6228610040725386,0.3737513012034991,0.8037821809398503,0.8051140020674455,1.2805813550949097,0.20127850770950317,cicids2017_engelen_friday/mlp/fgsm/ε=0.25
44,cicids2017_engelen_friday,mlp,pgd,none,0.05,0.9966123052760377,0.5715890205818435,0.42502328469419426,0.9140466979557371,0.9146301027871506,0.2944512665271759,0.04989058896899223,cicids2017_engelen_friday/mlp/pgd/ε=0.05
44,cicids2017_engelen_friday,mlp,pgd,none,0.1,0.9966123052760377,0.55009405190204,0.44651825337399775,0.9602733538872416,0.9605429970158569,0.6098846793174744,0.09989651292562485,cicids2017_engelen_friday/mlp/pgd/ε=0.1
44,cicids2017_engelen_friday,mlp,pgd,none,0.15,0.9966123052760377,0.5426977372755994,0.4539145680004383,0.9761797223258646,0.9763414015720387,0.9187272191047668,0.14990784227848053,cicids2017_engelen_friday/mlp/pgd/ε=0.15
44,cicids2017_engelen_friday,mlp,pgd,none,0.25,0.9966123052760377,0.5372555107109593,0.4593567945650784,0.9878836674979872,0.9879659066528838,1.3436329364776611,0.2499169111251831,cicids2017_engelen_friday/mlp/pgd/ε=0.25
44,cicids2017_engelen_friday,mlp,gan,none,0.15,0.9966123052760377,0.5355114414595394,0.4611008638164983,0.9916344284507983,0.9916912094556377,0.4458935856819153,0.1499764770269394,cicids2017_engelen_friday/mlp/gan/ε=0.15
44,cicids2017_engelen_friday,mlp,gan,none,0.25,0.9966123052760377,0.5341143598078785,0.46249794546815926,0.9946389647114271,0.9946753525384721,0.48294150829315186,0.23137341439723969,cicids2017_engelen_friday/mlp/gan/ε=0.25
44,cicids2017_engelen_friday,transfer:mlp->random_forest,pgd,none,0.15,0.9970962616651752,0.5343882973866355,0.46270796427853966,0.9943876449694853,0.9944217978974469,0.8522799015045166,0.14990024268627167,
44,cicids2017_engelen_week,mlp,fgsm,none,0.05,0.9894715539100725,0.856765990881061,0.1327055630290115,0.6364007854978035,0.6347258750888917,0.23359331488609314,0.03786615654826164,cicids2017_engelen_week/mlp/fgsm/ε=0.05
44,cicids2017_engelen_week,mlp,fgsm,none,0.1,0.9894715539100725,0.8545588742991155,0.134912679610957,0.6432001089707936,0.6451896919551647,0.4618375301361084,0.07573231309652328,cicids2017_engelen_week/mlp/fgsm/ε=0.1
44,cicids2017_engelen_week,mlp,fgsm,none,0.15,0.9894715539100725,0.8502755919572386,0.1391959619528339,0.6636207816384213,0.6654964951293021,0.6891540288925171,0.11359846591949463,cicids2017_engelen_week/mlp/fgsm/ε=0.15
44,cicids2017_engelen_week,mlp,fgsm,none,0.25,0.9894715539100725,0.8309567743241152,0.15851477958595728,0.75572380444283,0.7570859342371121,1.1431828737258911,0.18933074176311493,cicids2017_engelen_week/mlp/fgsm/ε=0.25
44,cicids2017_engelen_week,mlp,pgd,none,0.05,0.9894715539100725,0.8088951322008071,0.18057642170926536,0.8609146735984199,0.8616789515865043,0.2730008363723755,0.04982686787843704,cicids2017_engelen_week/mlp/pgd/ε=0.05
44,cicids2017_engelen_week,mlp,pgd,none,0.1,0.9894715539100725,0.8036213854596969,0.1858501684503756,0.8860460628625265,0.8866814913478795,0.45531561970710754,0.09970880299806595,cicids2017_engelen_week/mlp/pgd/ε=0.1
44,cicids2017_engelen_week,mlp,pgd,none,0.15,0.9894715539100725,0.8029356793371507,0.18653587457292176,0.8893492400422262,0.8899323859082751,0.6135691404342651,0.14956361055374146,cicids2017_engelen_week/mlp/pgd/ε=0.15
44,cicids2017_engelen_week,mlp,pgd,none,0.25,0.9894715539100725,0.8049094653635076,0.18456208854656486,0.880132127087188,0.8805747762188033,0.9348688125610352,0.24899031221866608,cicids2017_engelen_week/mlp/pgd/ε=0.25
44,cicids2017_engelen_week,mlp,gan,none,0.15,0.9894715539100725,0.8022761633790074,0.18719539053106504,0.8924594481083351,0.8930591143569888,0.30274108052253723,0.11646983027458191,cicids2017_engelen_week/mlp/gan/ε=0.15
44,cicids2017_engelen_week,mlp,gan,none,0.25,0.9894715539100725,0.781964500422614,0.20750705348745846,0.9893072408822093,0.9893555778803717,0.6167475581169128,0.21605423092842102,cicids2017_engelen_week/mlp/gan/ε=0.25
44,cicids2017_engelen_week,transfer:mlp->random_forest,pgd,none,0.15,0.991640575707432,0.7811192723896144,0.2105213033178176,0.9981824544766936,0.9981826596381123,0.5931668281555176,0.14956453442573547,
