dataset,model,defense,eps,n_seeds,attacks,fgsm_evasion,fgsm_l2,fgsm_acc_drop,gan_evasion,gan_l2,gan_acc_drop,pgd_evasion,pgd_l2,pgd_acc_drop
cicids2017,mlp,none,0.15,1,"fgsm,gan,pgd",1.0,0.9604595899581909,0.46950000000000003,1.0,0.4170496463775635,0.46950000000000003,1.0,0.9019365310668945,0.46950000000000003
