dataset,model,defense,eps,n_seeds,attacks,fgsm_evasion,fgsm_l2,fgsm_acc_drop,pgd_evasion,pgd_l2,pgd_acc_drop,gan_evasion,gan_l2,gan_acc_drop
cicids2017_engelen_friday,mlp,none,0.05,3,"fgsm,pgd",0.716169631003459,0.22674479087193808,0.3331050520177024,0.8883901761735825,0.29029057423273724,0.4132135312988902,,,
cicids2017_engelen_friday,mlp,none,0.1,3,"fgsm,pgd",0.7164116048225561,0.45167988538742065,0.33321767080008036,0.9464765911618906,0.6022074023882548,0.44022986406608594,,,
cicids2017_engelen_friday,mlp,none,0.15,3,"fgsm,gan,pgd",0.7164116048225561,0.6732323964436849,0.33321767080008036,0.968138405159681,0.8688487609227499,0.45030467946259534,0.993293828655755,0.4193735122680664,0.4620048578263966
cicids2017_engelen_friday,mlp,none,0.25,3,"fgsm,gan,pgd",0.7164116048225561,1.1162645022074382,0.33321767080008036,0.984086505492268,1.214145024617513,0.4577223003451613,0.997238571273053,0.5417073965072632,0.4630245143695479
cicids2017_engelen_week,mlp,none,0.05,3,"fgsm,pgd",0.7746764520115773,0.25771873195966083,0.16198219862461952,0.8904582221077089,0.2757069567839305,0.18677555425927464,,,
cicids2017_engelen_week,mlp,none,0.1,3,"fgsm,pgd",0.7728376699726108,0.5095924933751425,0.16210521303317815,0.9115107336937164,0.4720547596613566,0.1911921683472022,,,
cicids2017_engelen_week,mlp,none,0.15,3,"fgsm,gan,pgd",0.7786025532793829,0.7607907056808472,0.16331472244378042,0.9111906694243936,0.6306724150975546,0.1911199469847581,0.9555316882216623,0.3396994272867839,0.2004285663265913
cicids2017_engelen_week,mlp,none,0.25,3,"fgsm,gan,pgd",0.8132930149867615,1.2627962032953899,0.17059161994103245,0.9024429345796289,0.9501056869824728,0.18925250889870357,0.9489576341103478,0.5660214225451151,0.1990484240266981
