seed,dataset,model,attack,defense,eps,clean_accuracy,adversarial_accuracy,accuracy_drop,evasion_rate,attack_success_rate,mean_l2_perturbation,mean_linf_perturbation,label
43,unsw_nb15,mlp,fgsm,none,0.05,0.8747388621678084,0.6978088713987272,0.17692999076908122,0.33666135108276135,0.3668490249713227,0.21375752985477448,0.049844346940517426,unsw_nb15/mlp/fgsm/ε=0.05
43,unsw_nb15,mlp,fgsm,none,0.1,0.8747388621678084,0.5575960744303552,0.3171427877374532,0.6035036631306478,0.6215035736345187,0.41582733392715454,0.09964140504598618,unsw_nb15/mlp/fgsm/ε=0.1
43,unsw_nb15,mlp,fgsm,none,0.15,0.8747388621678084,0.46028275761550796,0.4144561045523004,0.7891330975987427,0.7982440660019412,0.6148479580879211,0.14944010972976685,unsw_nb15/mlp/fgsm/ε=0.15
43,unsw_nb15,mlp,fgsm,none,0.25,0.8747388621678084,0.3995408832531701,0.4751979789146383,0.9060990547505142,0.9085634871613871,1.0055135488510132,0.24906066060066223,unsw_nb15/mlp/fgsm/ε=0.25
43,unsw_nb15,mlp,pgd,none,0.05,0.8747388621678084,0.5689525336442696,0.3057863285235388,0.5818484365249948,0.6008779669990294,0.19908811151981354,0.04999104142189026,unsw_nb15/mlp/pgd/ε=0.05
43,unsw_nb15,mlp,pgd,none,0.1,0.8747388621678084,0.44865908759656026,0.4260797745712481,0.8107421017356538,0.8193549810288537,0.3632601499557495,0.09983568638563156,unsw_nb15/mlp/pgd/ε=0.1
43,unsw_nb15,mlp,pgd,none,0.15,0.8747388621678084,0.388233007821989,0.4865058543458194,0.9257204927315168,0.9291008559075267,0.5221214890480042,0.14965705573558807,unsw_nb15/mlp/pgd/ε=0.15
43,unsw_nb15,mlp,pgd,none,0.25,0.8747388621678084,0.3927027158334548,0.4820361463343536,0.9172155584829785,0.9209829700873555,0.842856228351593,0.2491576224565506,unsw_nb15/mlp/pgd/ε=0.25
43,unsw_nb15,mlp,gan,none,0.15,0.8747388621678084,0.734987611135403,0.13975125103240538,0.27354457001548454,0.2993249801464749,0.298706978559494,0.13112320005893707,unsw_nb15/mlp/gan/ε=0.15
43,unsw_nb15,mlp,gan,none,0.25,0.8747388621678084,0.5088179565660982,0.3659209056017102,0.6984446139268299,0.7100944145416042,0.4255088269710541,0.2035275250673294,unsw_nb15/mlp/gan/ε=0.25
43,unsw_nb15,transfer:mlp->random_forest,pgd,none,0.15,0.9055895642034689,0.8037215177573725,0.10186804644609637,0.21024582728592162,0.21227830230300893,0.4839560389518738,0.1496438980102539,
44,unsw_nb15,mlp,fgsm,none,0.05,0.8386532575426323,0.5691468687752028,0.2695063887674295,0.5243147448015123,0.555920762375364,0.2204982191324234,0.04997891187667847,unsw_nb15/mlp/fgsm/ε=0.05
44,unsw_nb15,mlp,fgsm,none,0.1,0.8386532575426323,0.3402079385900986,0.4984453189525337,0.9697069943289225,0.9717197564634253,0.42946651577949524,0.09991052746772766,unsw_nb15/mlp/fgsm/ε=0.1
44,unsw_nb15,mlp,fgsm,none,0.15,0.8386532575426323,0.3284506631686343,0.5102025943739981,0.9925803402646503,0.9930733256860496,0.6358453631401062,0.14984379708766937,unsw_nb15/mlp/fgsm/ε=0.15
44,unsw_nb15,mlp,fgsm,none,0.25,0.8386532575426323,0.3255113443132682,0.5131419132293641,0.9982986767485822,0.9984117179917057,1.0424398183822632,0.24973347783088684,unsw_nb15/mlp/fgsm/ε=0.25
44,unsw_nb15,mlp,pgd,none,0.05,0.8386532575426323,0.5407375018218918,0.29791575572074047,0.5795841209829867,0.6075178681725933,0.20766955614089966,0.05002859979867935,unsw_nb15/mlp/pgd/ε=0.05
44,unsw_nb15,mlp,pgd,none,0.1,0.8386532575426323,0.3311227712189671,0.5075304863236652,0.9873818525519849,0.9882202417718168,0.40675878524780273,0.10000963509082794,unsw_nb15/mlp/pgd/ε=0.1
